['./data_Aug/CT/100.jpg' './data_Aug/Label/100.jpg']
['./data_Aug/CT/110.jpg' './data_Aug/Label/110.jpg']
['./data_Aug/CT/941.jpg' './data_Aug/Label/941.jpg']
['./data_Aug/CT/47.jpg' './data_Aug/Label/47.jpg']
['./data_Aug/CT/235.jpg' './data_Aug/Label/235.jpg']
['./data_Aug/CT/52.jpg' './data_Aug/Label/52.jpg']
['./data_Aug/CT/263.jpg' './data_Aug/Label/263.jpg']
['./data_Aug/CT/310.jpg' './data_Aug/Label/310.jpg']
['./data_Aug/CT/179.jpg' './data_Aug/Label/179.jpg']
['./data_Aug/CT/359.jpg' './data_Aug/Label/359.jpg']
['./data_Aug/CT/205.jpg' './data_Aug/Label/205.jpg']
['./data_Aug/CT/818.jpg' './data_Aug/Label/818.jpg']
['./data_Aug/CT/371.jpg' './data_Aug/Label/371.jpg']
['./data_Aug/CT/401.jpg' './data_Aug/Label/401.jpg']
['./data_Aug/CT/145.jpg' './data_Aug/Label/145.jpg']
['./data_Aug/CT/49.jpg' './data_Aug/Label/49.jpg']
['./data_Aug/CT/622.jpg' './data_Aug/Label/622.jpg']
['./data_Aug/CT/905.jpg' './data_Aug/Label/905.jpg']
['./data_Aug/CT/6.jpg' './data_Aug/Label/6.jpg']
['./data_Aug/CT/31.jpg' './data_Aug/Label/31.jpg']
['./data_Aug/CT/624.jpg' './data_Aug/Label/624.jpg']
['./data_Aug/CT/78.jpg' './data_Aug/Label/78.jpg']
['./data_Aug/CT/369.jpg' './data_Aug/Label/369.jpg']
['./data_Aug/CT/231.jpg' './data_Aug/Label/231.jpg']
['./data_Aug/CT/954.jpg' './data_Aug/Label/954.jpg']
['./data_Aug/CT/764.jpg' './data_Aug/Label/764.jpg']
['./data_Aug/CT/132.jpg' './data_Aug/Label/132.jpg']
['./data_Aug/CT/621.jpg' './data_Aug/Label/621.jpg']
['./data_Aug/CT/715.jpg' './data_Aug/Label/715.jpg']
['./data_Aug/CT/928.jpg' './data_Aug/Label/928.jpg']
['./data_Aug/CT/878.jpg' './data_Aug/Label/878.jpg']
['./data_Aug/CT/931.jpg' './data_Aug/Label/931.jpg']
['./data_Aug/CT/13.jpg' './data_Aug/Label/13.jpg']
['./data_Aug/CT/948.jpg' './data_Aug/Label/948.jpg']
['./data_Aug/CT/169.jpg' './data_Aug/Label/169.jpg']
['./data_Aug/CT/194.jpg' './data_Aug/Label/194.jpg']
['./data_Aug/CT/703.jpg' './data_Aug/Label/703.jpg']
['./data_Aug/CT/596.jpg' './data_Aug/Label/596.jpg']
['./data_Aug/CT/862.jpg' './data_Aug/Label/862.jpg']
['./data_Aug/CT/430.jpg' './data_Aug/Label/430.jpg']
['./data_Aug/CT/531.jpg' './data_Aug/Label/531.jpg']
['./data_Aug/CT/289.jpg' './data_Aug/Label/289.jpg']
['./data_Aug/CT/759.jpg' './data_Aug/Label/759.jpg']
['./data_Aug/CT/836.jpg' './data_Aug/Label/836.jpg']
['./data_Aug/CT/406.jpg' './data_Aug/Label/406.jpg']
['./data_Aug/CT/345.jpg' './data_Aug/Label/345.jpg']
['./data_Aug/CT/860.jpg' './data_Aug/Label/860.jpg']
['./data_Aug/CT/519.jpg' './data_Aug/Label/519.jpg']
['./data_Aug/CT/792.jpg' './data_Aug/Label/792.jpg']
['./data_Aug/CT/491.jpg' './data_Aug/Label/491.jpg']
['./data_Aug/CT/259.jpg' './data_Aug/Label/259.jpg']
['./data_Aug/CT/451.jpg' './data_Aug/Label/451.jpg']
['./data_Aug/CT/938.jpg' './data_Aug/Label/938.jpg']
['./data_Aug/CT/208.jpg' './data_Aug/Label/208.jpg']
['./data_Aug/CT/394.jpg' './data_Aug/Label/394.jpg']
['./data_Aug/CT/924.jpg' './data_Aug/Label/924.jpg']
['./data_Aug/CT/974.jpg' './data_Aug/Label/974.jpg']
['./data_Aug/CT/901.jpg' './data_Aug/Label/901.jpg']
['./data_Aug/CT/643.jpg' './data_Aug/Label/643.jpg']
['./data_Aug/CT/966.jpg' './data_Aug/Label/966.jpg']
['./data_Aug/CT/163.jpg' './data_Aug/Label/163.jpg']
['./data_Aug/CT/243.jpg' './data_Aug/Label/243.jpg']
['./data_Aug/CT/629.jpg' './data_Aug/Label/629.jpg']
['./data_Aug/CT/257.jpg' './data_Aug/Label/257.jpg']
['./data_Aug/CT/994.jpg' './data_Aug/Label/994.jpg']
['./data_Aug/CT/335.jpg' './data_Aug/Label/335.jpg']
['./data_Aug/CT/607.jpg' './data_Aug/Label/607.jpg']
['./data_Aug/CT/158.jpg' './data_Aug/Label/158.jpg']
['./data_Aug/CT/551.jpg' './data_Aug/Label/551.jpg']
['./data_Aug/CT/315.jpg' './data_Aug/Label/315.jpg']
['./data_Aug/CT/368.jpg' './data_Aug/Label/368.jpg']
['./data_Aug/CT/627.jpg' './data_Aug/Label/627.jpg']
['./data_Aug/CT/238.jpg' './data_Aug/Label/238.jpg']
['./data_Aug/CT/399.jpg' './data_Aug/Label/399.jpg']
['./data_Aug/CT/967.jpg' './data_Aug/Label/967.jpg']
['./data_Aug/CT/934.jpg' './data_Aug/Label/934.jpg']
['./data_Aug/CT/380.jpg' './data_Aug/Label/380.jpg']
['./data_Aug/CT/418.jpg' './data_Aug/Label/418.jpg']
['./data_Aug/CT/29.jpg' './data_Aug/Label/29.jpg']
['./data_Aug/CT/603.jpg' './data_Aug/Label/603.jpg']
['./data_Aug/CT/918.jpg' './data_Aug/Label/918.jpg']
['./data_Aug/CT/882.jpg' './data_Aug/Label/882.jpg']
['./data_Aug/CT/412.jpg' './data_Aug/Label/412.jpg']
['./data_Aug/CT/713.jpg' './data_Aug/Label/713.jpg']
['./data_Aug/CT/431.jpg' './data_Aug/Label/431.jpg']
['./data_Aug/CT/253.jpg' './data_Aug/Label/253.jpg']
['./data_Aug/CT/613.jpg' './data_Aug/Label/613.jpg']
['./data_Aug/CT/936.jpg' './data_Aug/Label/936.jpg']
['./data_Aug/CT/327.jpg' './data_Aug/Label/327.jpg']
['./data_Aug/CT/46.jpg' './data_Aug/Label/46.jpg']
['./data_Aug/CT/334.jpg' './data_Aug/Label/334.jpg']
['./data_Aug/CT/630.jpg' './data_Aug/Label/630.jpg']
['./data_Aug/CT/706.jpg' './data_Aug/Label/706.jpg']
['./data_Aug/CT/191.jpg' './data_Aug/Label/191.jpg']
['./data_Aug/CT/65.jpg' './data_Aug/Label/65.jpg']
['./data_Aug/CT/107.jpg' './data_Aug/Label/107.jpg']
['./data_Aug/CT/648.jpg' './data_Aug/Label/648.jpg']
['./data_Aug/CT/249.jpg' './data_Aug/Label/249.jpg']
['./data_Aug/CT/373.jpg' './data_Aug/Label/373.jpg']
['./data_Aug/CT/106.jpg' './data_Aug/Label/106.jpg']
['./data_Aug/CT/736.jpg' './data_Aug/Label/736.jpg']
['./data_Aug/CT/328.jpg' './data_Aug/Label/328.jpg']
['./data_Aug/CT/415.jpg' './data_Aug/Label/415.jpg']
['./data_Aug/CT/602.jpg' './data_Aug/Label/602.jpg']
['./data_Aug/CT/349.jpg' './data_Aug/Label/349.jpg']
['./data_Aug/CT/644.jpg' './data_Aug/Label/644.jpg']
['./data_Aug/CT/900.jpg' './data_Aug/Label/900.jpg']
['./data_Aug/CT/812.jpg' './data_Aug/Label/812.jpg']
['./data_Aug/CT/116.jpg' './data_Aug/Label/116.jpg']
['./data_Aug/CT/111.jpg' './data_Aug/Label/111.jpg']
['./data_Aug/CT/112.jpg' './data_Aug/Label/112.jpg']
['./data_Aug/CT/636.jpg' './data_Aug/Label/636.jpg']
['./data_Aug/CT/130.jpg' './data_Aug/Label/130.jpg']
['./data_Aug/CT/529.jpg' './data_Aug/Label/529.jpg']
['./data_Aug/CT/986.jpg' './data_Aug/Label/986.jpg']
['./data_Aug/CT/280.jpg' './data_Aug/Label/280.jpg']
['./data_Aug/CT/362.jpg' './data_Aug/Label/362.jpg']
['./data_Aug/CT/932.jpg' './data_Aug/Label/932.jpg']
['./data_Aug/CT/728.jpg' './data_Aug/Label/728.jpg']
['./data_Aug/CT/839.jpg' './data_Aug/Label/839.jpg']
['./data_Aug/CT/209.jpg' './data_Aug/Label/209.jpg']
['./data_Aug/CT/105.jpg' './data_Aug/Label/105.jpg']
['./data_Aug/CT/134.jpg' './data_Aug/Label/134.jpg']
['./data_Aug/CT/826.jpg' './data_Aug/Label/826.jpg']
['./data_Aug/CT/40.jpg' './data_Aug/Label/40.jpg']
['./data_Aug/CT/34.jpg' './data_Aug/Label/34.jpg']
['./data_Aug/CT/579.jpg' './data_Aug/Label/579.jpg']
['./data_Aug/CT/452.jpg' './data_Aug/Label/452.jpg']
['./data_Aug/CT/685.jpg' './data_Aug/Label/685.jpg']
['./data_Aug/CT/400.jpg' './data_Aug/Label/400.jpg']
['./data_Aug/CT/434.jpg' './data_Aug/Label/434.jpg']
['./data_Aug/CT/153.jpg' './data_Aug/Label/153.jpg']
['./data_Aug/CT/488.jpg' './data_Aug/Label/488.jpg']
['./data_Aug/CT/670.jpg' './data_Aug/Label/670.jpg']
['./data_Aug/CT/172.jpg' './data_Aug/Label/172.jpg']
['./data_Aug/CT/481.jpg' './data_Aug/Label/481.jpg']
['./data_Aug/CT/294.jpg' './data_Aug/Label/294.jpg']
['./data_Aug/CT/7.jpg' './data_Aug/Label/7.jpg']
['./data_Aug/CT/39.jpg' './data_Aug/Label/39.jpg']
['./data_Aug/CT/212.jpg' './data_Aug/Label/212.jpg']
['./data_Aug/CT/913.jpg' './data_Aug/Label/913.jpg']
['./data_Aug/CT/562.jpg' './data_Aug/Label/562.jpg']
['./data_Aug/CT/935.jpg' './data_Aug/Label/935.jpg']
['./data_Aug/CT/1.jpg' './data_Aug/Label/1.jpg']
['./data_Aug/CT/914.jpg' './data_Aug/Label/914.jpg']
['./data_Aug/CT/272.jpg' './data_Aug/Label/272.jpg']
['./data_Aug/CT/794.jpg' './data_Aug/Label/794.jpg']
['./data_Aug/CT/660.jpg' './data_Aug/Label/660.jpg']
['./data_Aug/CT/421.jpg' './data_Aug/Label/421.jpg']
['./data_Aug/CT/912.jpg' './data_Aug/Label/912.jpg']
['./data_Aug/CT/842.jpg' './data_Aug/Label/842.jpg']
['./data_Aug/CT/129.jpg' './data_Aug/Label/129.jpg']
['./data_Aug/CT/963.jpg' './data_Aug/Label/963.jpg']
['./data_Aug/CT/972.jpg' './data_Aug/Label/972.jpg']
['./data_Aug/CT/632.jpg' './data_Aug/Label/632.jpg']
['./data_Aug/CT/861.jpg' './data_Aug/Label/861.jpg']
['./data_Aug/CT/511.jpg' './data_Aug/Label/511.jpg']
['./data_Aug/CT/667.jpg' './data_Aug/Label/667.jpg']
['./data_Aug/CT/90.jpg' './data_Aug/Label/90.jpg']
['./data_Aug/CT/743.jpg' './data_Aug/Label/743.jpg']
['./data_Aug/CT/968.jpg' './data_Aug/Label/968.jpg']
['./data_Aug/CT/477.jpg' './data_Aug/Label/477.jpg']
['./data_Aug/CT/640.jpg' './data_Aug/Label/640.jpg']
['./data_Aug/CT/370.jpg' './data_Aug/Label/370.jpg']
['./data_Aug/CT/383.jpg' './data_Aug/Label/383.jpg']
['./data_Aug/CT/146.jpg' './data_Aug/Label/146.jpg']
['./data_Aug/CT/242.jpg' './data_Aug/Label/242.jpg']
['./data_Aug/CT/332.jpg' './data_Aug/Label/332.jpg']
['./data_Aug/CT/558.jpg' './data_Aug/Label/558.jpg']
['./data_Aug/CT/803.jpg' './data_Aug/Label/803.jpg']
['./data_Aug/CT/646.jpg' './data_Aug/Label/646.jpg']
['./data_Aug/CT/722.jpg' './data_Aug/Label/722.jpg']
['./data_Aug/CT/343.jpg' './data_Aug/Label/343.jpg']
['./data_Aug/CT/657.jpg' './data_Aug/Label/657.jpg']
['./data_Aug/CT/739.jpg' './data_Aug/Label/739.jpg']
['./data_Aug/CT/494.jpg' './data_Aug/Label/494.jpg']
['./data_Aug/CT/393.jpg' './data_Aug/Label/393.jpg']
['./data_Aug/CT/51.jpg' './data_Aug/Label/51.jpg']
['./data_Aug/CT/462.jpg' './data_Aug/Label/462.jpg']
['./data_Aug/CT/978.jpg' './data_Aug/Label/978.jpg']
['./data_Aug/CT/160.jpg' './data_Aug/Label/160.jpg']
['./data_Aug/CT/392.jpg' './data_Aug/Label/392.jpg']
['./data_Aug/CT/277.jpg' './data_Aug/Label/277.jpg']
['./data_Aug/CT/999.jpg' './data_Aug/Label/999.jpg']
['./data_Aug/CT/417.jpg' './data_Aug/Label/417.jpg']
['./data_Aug/CT/821.jpg' './data_Aug/Label/821.jpg']
['./data_Aug/CT/567.jpg' './data_Aug/Label/567.jpg']
['./data_Aug/CT/589.jpg' './data_Aug/Label/589.jpg']
['./data_Aug/CT/650.jpg' './data_Aug/Label/650.jpg']
['./data_Aug/CT/215.jpg' './data_Aug/Label/215.jpg']
['./data_Aug/CT/386.jpg' './data_Aug/Label/386.jpg']
['./data_Aug/CT/647.jpg' './data_Aug/Label/647.jpg']
['./data_Aug/CT/572.jpg' './data_Aug/Label/572.jpg']
['./data_Aug/CT/873.jpg' './data_Aug/Label/873.jpg']
['./data_Aug/CT/793.jpg' './data_Aug/Label/793.jpg']
['./data_Aug/CT/17.jpg' './data_Aug/Label/17.jpg']
['./data_Aug/CT/896.jpg' './data_Aug/Label/896.jpg']
['./data_Aug/CT/543.jpg' './data_Aug/Label/543.jpg']
['./data_Aug/CT/363.jpg' './data_Aug/Label/363.jpg']
['./data_Aug/CT/970.jpg' './data_Aug/Label/970.jpg']
['./data_Aug/CT/505.jpg' './data_Aug/Label/505.jpg']
['./data_Aug/CT/518.jpg' './data_Aug/Label/518.jpg']
['./data_Aug/CT/241.jpg' './data_Aug/Label/241.jpg']
['./data_Aug/CT/68.jpg' './data_Aug/Label/68.jpg']
['./data_Aug/CT/696.jpg' './data_Aug/Label/696.jpg']
['./data_Aug/CT/784.jpg' './data_Aug/Label/784.jpg']
['./data_Aug/CT/865.jpg' './data_Aug/Label/865.jpg']
['./data_Aug/CT/207.jpg' './data_Aug/Label/207.jpg']
['./data_Aug/CT/528.jpg' './data_Aug/Label/528.jpg']
['./data_Aug/CT/848.jpg' './data_Aug/Label/848.jpg']
['./data_Aug/CT/237.jpg' './data_Aug/Label/237.jpg']
['./data_Aug/CT/840.jpg' './data_Aug/Label/840.jpg']
['./data_Aug/CT/663.jpg' './data_Aug/Label/663.jpg']
['./data_Aug/CT/975.jpg' './data_Aug/Label/975.jpg']
['./data_Aug/CT/855.jpg' './data_Aug/Label/855.jpg']
['./data_Aug/CT/806.jpg' './data_Aug/Label/806.jpg']
['./data_Aug/CT/229.jpg' './data_Aug/Label/229.jpg']
['./data_Aug/CT/201.jpg' './data_Aug/Label/201.jpg']
['./data_Aug/CT/102.jpg' './data_Aug/Label/102.jpg']
['./data_Aug/CT/671.jpg' './data_Aug/Label/671.jpg']
['./data_Aug/CT/615.jpg' './data_Aug/Label/615.jpg']
['./data_Aug/CT/304.jpg' './data_Aug/Label/304.jpg']
['./data_Aug/CT/949.jpg' './data_Aug/Label/949.jpg']
['./data_Aug/CT/139.jpg' './data_Aug/Label/139.jpg']
['./data_Aug/CT/411.jpg' './data_Aug/Label/411.jpg']
['./data_Aug/CT/609.jpg' './data_Aug/Label/609.jpg']
['./data_Aug/CT/639.jpg' './data_Aug/Label/639.jpg']
['./data_Aug/CT/851.jpg' './data_Aug/Label/851.jpg']
['./data_Aug/CT/14.jpg' './data_Aug/Label/14.jpg']
['./data_Aug/CT/468.jpg' './data_Aug/Label/468.jpg']
['./data_Aug/CT/268.jpg' './data_Aug/Label/268.jpg']
['./data_Aug/CT/336.jpg' './data_Aug/Label/336.jpg']
['./data_Aug/CT/879.jpg' './data_Aug/Label/879.jpg']
['./data_Aug/CT/176.jpg' './data_Aug/Label/176.jpg']
['./data_Aug/CT/893.jpg' './data_Aug/Label/893.jpg']
['./data_Aug/CT/165.jpg' './data_Aug/Label/165.jpg']
['./data_Aug/CT/638.jpg' './data_Aug/Label/638.jpg']
['./data_Aug/CT/89.jpg' './data_Aug/Label/89.jpg']
['./data_Aug/CT/795.jpg' './data_Aug/Label/795.jpg']
['./data_Aug/CT/0.jpg' './data_Aug/Label/0.jpg']
['./data_Aug/CT/117.jpg' './data_Aug/Label/117.jpg']
['./data_Aug/CT/407.jpg' './data_Aug/Label/407.jpg']
['./data_Aug/CT/756.jpg' './data_Aug/Label/756.jpg']
['./data_Aug/CT/588.jpg' './data_Aug/Label/588.jpg']
['./data_Aug/CT/96.jpg' './data_Aug/Label/96.jpg']
['./data_Aug/CT/109.jpg' './data_Aug/Label/109.jpg']
['./data_Aug/CT/193.jpg' './data_Aug/Label/193.jpg']
['./data_Aug/CT/869.jpg' './data_Aug/Label/869.jpg']
['./data_Aug/CT/996.jpg' './data_Aug/Label/996.jpg']
['./data_Aug/CT/23.jpg' './data_Aug/Label/23.jpg']
['./data_Aug/CT/633.jpg' './data_Aug/Label/633.jpg']
['./data_Aug/CT/276.jpg' './data_Aug/Label/276.jpg']
['./data_Aug/CT/980.jpg' './data_Aug/Label/980.jpg']
['./data_Aug/CT/514.jpg' './data_Aug/Label/514.jpg']
['./data_Aug/CT/561.jpg' './data_Aug/Label/561.jpg']
['./data_Aug/CT/63.jpg' './data_Aug/Label/63.jpg']
['./data_Aug/CT/959.jpg' './data_Aug/Label/959.jpg']
['./data_Aug/CT/798.jpg' './data_Aug/Label/798.jpg']
['./data_Aug/CT/731.jpg' './data_Aug/Label/731.jpg']
['./data_Aug/CT/413.jpg' './data_Aug/Label/413.jpg']
['./data_Aug/CT/38.jpg' './data_Aug/Label/38.jpg']
['./data_Aug/CT/538.jpg' './data_Aug/Label/538.jpg']
['./data_Aug/CT/909.jpg' './data_Aug/Label/909.jpg']
['./data_Aug/CT/930.jpg' './data_Aug/Label/930.jpg']
['./data_Aug/CT/157.jpg' './data_Aug/Label/157.jpg']
['./data_Aug/CT/445.jpg' './data_Aug/Label/445.jpg']
['./data_Aug/CT/591.jpg' './data_Aug/Label/591.jpg']
['./data_Aug/CT/293.jpg' './data_Aug/Label/293.jpg']
['./data_Aug/CT/50.jpg' './data_Aug/Label/50.jpg']
['./data_Aug/CT/200.jpg' './data_Aug/Label/200.jpg']
['./data_Aug/CT/751.jpg' './data_Aug/Label/751.jpg']
['./data_Aug/CT/587.jpg' './data_Aug/Label/587.jpg']
['./data_Aug/CT/124.jpg' './data_Aug/Label/124.jpg']
['./data_Aug/CT/583.jpg' './data_Aug/Label/583.jpg']
['./data_Aug/CT/678.jpg' './data_Aug/Label/678.jpg']
['./data_Aug/CT/372.jpg' './data_Aug/Label/372.jpg']
['./data_Aug/CT/614.jpg' './data_Aug/Label/614.jpg']
['./data_Aug/CT/476.jpg' './data_Aug/Label/476.jpg']
['./data_Aug/CT/378.jpg' './data_Aug/Label/378.jpg']
['./data_Aug/CT/478.jpg' './data_Aug/Label/478.jpg']
['./data_Aug/CT/484.jpg' './data_Aug/Label/484.jpg']
['./data_Aug/CT/183.jpg' './data_Aug/Label/183.jpg']
['./data_Aug/CT/464.jpg' './data_Aug/Label/464.jpg']
['./data_Aug/CT/466.jpg' './data_Aug/Label/466.jpg']
['./data_Aug/CT/559.jpg' './data_Aug/Label/559.jpg']
['./data_Aug/CT/786.jpg' './data_Aug/Label/786.jpg']
['./data_Aug/CT/982.jpg' './data_Aug/Label/982.jpg']
['./data_Aug/CT/230.jpg' './data_Aug/Label/230.jpg']
['./data_Aug/CT/501.jpg' './data_Aug/Label/501.jpg']
['./data_Aug/CT/446.jpg' './data_Aug/Label/446.jpg']
['./data_Aug/CT/357.jpg' './data_Aug/Label/357.jpg']
['./data_Aug/CT/853.jpg' './data_Aug/Label/853.jpg']
['./data_Aug/CT/810.jpg' './data_Aug/Label/810.jpg']
['./data_Aug/CT/971.jpg' './data_Aug/Label/971.jpg']
['./data_Aug/CT/115.jpg' './data_Aug/Label/115.jpg']
['./data_Aug/CT/815.jpg' './data_Aug/Label/815.jpg']
['./data_Aug/CT/12.jpg' './data_Aug/Label/12.jpg']
['./data_Aug/CT/73.jpg' './data_Aug/Label/73.jpg']
['./data_Aug/CT/744.jpg' './data_Aug/Label/744.jpg']
['./data_Aug/CT/917.jpg' './data_Aug/Label/917.jpg']
['./data_Aug/CT/916.jpg' './data_Aug/Label/916.jpg']
['./data_Aug/CT/95.jpg' './data_Aug/Label/95.jpg']
['./data_Aug/CT/32.jpg' './data_Aug/Label/32.jpg']
['./data_Aug/CT/809.jpg' './data_Aug/Label/809.jpg']
['./data_Aug/CT/710.jpg' './data_Aug/Label/710.jpg']
['./data_Aug/CT/753.jpg' './data_Aug/Label/753.jpg']
['./data_Aug/CT/887.jpg' './data_Aug/Label/887.jpg']
['./data_Aug/CT/885.jpg' './data_Aug/Label/885.jpg']
['./data_Aug/CT/653.jpg' './data_Aug/Label/653.jpg']
['./data_Aug/CT/899.jpg' './data_Aug/Label/899.jpg']
['./data_Aug/CT/807.jpg' './data_Aug/Label/807.jpg']
['./data_Aug/CT/77.jpg' './data_Aug/Label/77.jpg']
['./data_Aug/CT/274.jpg' './data_Aug/Label/274.jpg']
['./data_Aug/CT/569.jpg' './data_Aug/Label/569.jpg']
['./data_Aug/CT/441.jpg' './data_Aug/Label/441.jpg']
['./data_Aug/CT/261.jpg' './data_Aug/Label/261.jpg']
['./data_Aug/CT/654.jpg' './data_Aug/Label/654.jpg']
['./data_Aug/CT/262.jpg' './data_Aug/Label/262.jpg']
['./data_Aug/CT/719.jpg' './data_Aug/Label/719.jpg']
['./data_Aug/CT/772.jpg' './data_Aug/Label/772.jpg']
['./data_Aug/CT/992.jpg' './data_Aug/Label/992.jpg']
['./data_Aug/CT/41.jpg' './data_Aug/Label/41.jpg']
['./data_Aug/CT/303.jpg' './data_Aug/Label/303.jpg']
['./data_Aug/CT/581.jpg' './data_Aug/Label/581.jpg']
['./data_Aug/CT/122.jpg' './data_Aug/Label/122.jpg']
['./data_Aug/CT/296.jpg' './data_Aug/Label/296.jpg']
['./data_Aug/CT/233.jpg' './data_Aug/Label/233.jpg']
['./data_Aug/CT/270.jpg' './data_Aug/Label/270.jpg']
['./data_Aug/CT/3.jpg' './data_Aug/Label/3.jpg']
['./data_Aug/CT/256.jpg' './data_Aug/Label/256.jpg']
['./data_Aug/CT/405.jpg' './data_Aug/Label/405.jpg']
['./data_Aug/CT/616.jpg' './data_Aug/Label/616.jpg']
['./data_Aug/CT/571.jpg' './data_Aug/Label/571.jpg']
['./data_Aug/CT/957.jpg' './data_Aug/Label/957.jpg']
['./data_Aug/CT/33.jpg' './data_Aug/Label/33.jpg']
['./data_Aug/CT/266.jpg' './data_Aug/Label/266.jpg']
['./data_Aug/CT/189.jpg' './data_Aug/Label/189.jpg']
['./data_Aug/CT/27.jpg' './data_Aug/Label/27.jpg']
['./data_Aug/CT/364.jpg' './data_Aug/Label/364.jpg']
['./data_Aug/CT/635.jpg' './data_Aug/Label/635.jpg']
['./data_Aug/CT/480.jpg' './data_Aug/Label/480.jpg']
['./data_Aug/CT/779.jpg' './data_Aug/Label/779.jpg']
['./data_Aug/CT/732.jpg' './data_Aug/Label/732.jpg']
['./data_Aug/CT/437.jpg' './data_Aug/Label/437.jpg']
['./data_Aug/CT/864.jpg' './data_Aug/Label/864.jpg']
['./data_Aug/CT/2.jpg' './data_Aug/Label/2.jpg']
['./data_Aug/CT/455.jpg' './data_Aug/Label/455.jpg']
['./data_Aug/CT/692.jpg' './data_Aug/Label/692.jpg']
['./data_Aug/CT/360.jpg' './data_Aug/Label/360.jpg']
['./data_Aug/CT/429.jpg' './data_Aug/Label/429.jpg']
['./data_Aug/CT/681.jpg' './data_Aug/Label/681.jpg']
['./data_Aug/CT/960.jpg' './data_Aug/Label/960.jpg']
['./data_Aug/CT/218.jpg' './data_Aug/Label/218.jpg']
['./data_Aug/CT/300.jpg' './data_Aug/Label/300.jpg']
['./data_Aug/CT/388.jpg' './data_Aug/Label/388.jpg']
['./data_Aug/CT/883.jpg' './data_Aug/Label/883.jpg']
['./data_Aug/CT/600.jpg' './data_Aug/Label/600.jpg']
['./data_Aug/CT/234.jpg' './data_Aug/Label/234.jpg']
['./data_Aug/CT/337.jpg' './data_Aug/Label/337.jpg']
['./data_Aug/CT/213.jpg' './data_Aug/Label/213.jpg']
['./data_Aug/CT/656.jpg' './data_Aug/Label/656.jpg']
['./data_Aug/CT/946.jpg' './data_Aug/Label/946.jpg']
['./data_Aug/CT/898.jpg' './data_Aug/Label/898.jpg']
['./data_Aug/CT/875.jpg' './data_Aug/Label/875.jpg']
['./data_Aug/CT/727.jpg' './data_Aug/Label/727.jpg']
['./data_Aug/CT/474.jpg' './data_Aug/Label/474.jpg']
['./data_Aug/CT/113.jpg' './data_Aug/Label/113.jpg']
['./data_Aug/CT/816.jpg' './data_Aug/Label/816.jpg']
['./data_Aug/CT/206.jpg' './data_Aug/Label/206.jpg']
['./data_Aug/CT/404.jpg' './data_Aug/Label/404.jpg']
['./data_Aug/CT/144.jpg' './data_Aug/Label/144.jpg']
['./data_Aug/CT/166.jpg' './data_Aug/Label/166.jpg']
['./data_Aug/CT/203.jpg' './data_Aug/Label/203.jpg']
['./data_Aug/CT/344.jpg' './data_Aug/Label/344.jpg']
['./data_Aug/CT/989.jpg' './data_Aug/Label/989.jpg']
['./data_Aug/CT/998.jpg' './data_Aug/Label/998.jpg']
['./data_Aug/CT/604.jpg' './data_Aug/Label/604.jpg']
['./data_Aug/CT/734.jpg' './data_Aug/Label/734.jpg']
['./data_Aug/CT/677.jpg' './data_Aug/Label/677.jpg']
['./data_Aug/CT/250.jpg' './data_Aug/Label/250.jpg']
['./data_Aug/CT/902.jpg' './data_Aug/Label/902.jpg']
['./data_Aug/CT/973.jpg' './data_Aug/Label/973.jpg']
['./data_Aug/CT/198.jpg' './data_Aug/Label/198.jpg']
['./data_Aug/CT/813.jpg' './data_Aug/Label/813.jpg']
['./data_Aug/CT/539.jpg' './data_Aug/Label/539.jpg']
['./data_Aug/CT/820.jpg' './data_Aug/Label/820.jpg']
['./data_Aug/CT/123.jpg' './data_Aug/Label/123.jpg']
['./data_Aug/CT/507.jpg' './data_Aug/Label/507.jpg']
['./data_Aug/CT/747.jpg' './data_Aug/Label/747.jpg']
['./data_Aug/CT/977.jpg' './data_Aug/Label/977.jpg']
['./data_Aug/CT/444.jpg' './data_Aug/Label/444.jpg']
['./data_Aug/CT/9.jpg' './data_Aug/Label/9.jpg']
['./data_Aug/CT/355.jpg' './data_Aug/Label/355.jpg']
['./data_Aug/CT/777.jpg' './data_Aug/Label/777.jpg']
['./data_Aug/CT/161.jpg' './data_Aug/Label/161.jpg']
['./data_Aug/CT/690.jpg' './data_Aug/Label/690.jpg']
['./data_Aug/CT/789.jpg' './data_Aug/Label/789.jpg']
['./data_Aug/CT/358.jpg' './data_Aug/Label/358.jpg']
['./data_Aug/CT/637.jpg' './data_Aug/Label/637.jpg']
['./data_Aug/CT/195.jpg' './data_Aug/Label/195.jpg']
['./data_Aug/CT/947.jpg' './data_Aug/Label/947.jpg']
['./data_Aug/CT/221.jpg' './data_Aug/Label/221.jpg']
['./data_Aug/CT/341.jpg' './data_Aug/Label/341.jpg']
['./data_Aug/CT/799.jpg' './data_Aug/Label/799.jpg']
['./data_Aug/CT/192.jpg' './data_Aug/Label/192.jpg']
['./data_Aug/CT/516.jpg' './data_Aug/Label/516.jpg']
['./data_Aug/CT/679.jpg' './data_Aug/Label/679.jpg']
['./data_Aug/CT/397.jpg' './data_Aug/Label/397.jpg']
['./data_Aug/CT/152.jpg' './data_Aug/Label/152.jpg']
['./data_Aug/CT/843.jpg' './data_Aug/Label/843.jpg']
['./data_Aug/CT/610.jpg' './data_Aug/Label/610.jpg']
